300
0
-,100,65,23,31,67,74,93,72,17,67,93,21,81,66,6,12,28,6,2,55,34,11,1,21,56,10,62,99,44,56,62,4,80,45,100,81,93,29,81,81,37,96,53,12,30,47,60,83,59,84,18,26,21,37,36,37,64,87,59,47,56,64,65,63,6,8,49,89,77,40,40,71,14,16,13,14,44,25,99,87,55,21,88,82,67,29,41,57,48,83,40,37,12,55,8,38,100,15,99,33,74,92,37,41,7,19,72,55,92,54,95,17,56,24,18,61,32,51,39,11,47,66,34,5,71,34,87,97,12,21,69,26,94,26,14,75,18,66,64,58,99,14,58,30,44,86,96,85,41,11,47,79,73,15,52,29,76,45,42,12,10,31,29,78,25,90,61,60,51,9,28,6,21,37,8,12,66,53,28,25,92,55,63,15,60,70,56,36,82,98,23,71,97,38,42,10,20,62,31,6,72,89,44,40,98,100,48,4,42,72,97,69,25,80,82,4,52,42,23,17,54,91,20,5,91,66,22,66,46,31,67,62,2,6,38,55,56,80,2,16,63,11,35,63,46,82,46,100,19,12,8,31,27,35,65,19,44,92,5,1,43,52,87,95,39,82,47,87,31,48,71,89,43,92,88,1,100,93,89,45,20,5,89,18,12,95,90,67,17,80,84,39,93,62,71,1,18,39,25
61,-,28,38,92,27,37,43,96,88,28,80,31,91,67,97,29,13,61,31,31,13,5,82,11,81,92,6,41,15,2,1,13,65,79,16,37,48,48,20,4,9,93,74,23,15,3,47,35,59,97,74,43,61,17,62,54,19,54,67,72,83,16,95,30,11,71,40,73,78,87,29,39,38,27,74,43,1,29,25,35,4,94,89,43,37,78,6,39,35,24,77,100,39,80,54,66,7,3,86,23,20,3,31,34,68,91,91,76,20,1,92,48,12,99,1,56,93,61,72,8,65,73,24,85,74,79,24,97,35,20,41,40,41,60,52,61,53,57,46,79,88,28,64,27,68,87,84,90,98,63,32,80,8,97,18,72,39,32,100,13,22,54,84,73,14,72,37,28,41,83,67,40,28,16,92,60,80,9,15,30,69,71,74,54,30,83,93,75,89,10,12,94,49,61,70,53,42,27,21,84,9,93,57,43,75,27,31,84,70,40,14,27,21,3,14,99,58,73,84,49,20,42,91,23,72,52,99,22,62,85,77,14,71,53,30,80,5,38,56,43,12,7,50,11,85,36,17,54,95,60,87,55,19,55,70,6,91,4,58,67,37,22,5,91,83,37,29,78,55,95,68,9,9,20,29,69,73,48,20,86,72,96,35,6,26,24,24,44,91,46,52,90,18,63,94,90,84,78,71
64,73,-,64,6,96,49,5,35,48,72,19,80,67,39,9,68,33,38,27,2,12,27,56,82,52,28,58,96,96,40,89,41,42,52,71,71,44,90,5,61,18,23,39,2,53,13,97,86,27,86,66,54,46,95,40,47,8,93,27,12,53,56,9,47,30,63,36,98,74,38,64,18,43,15,39,14,38,59,29,24,89,58,19,16,32,80,10,45,40,18,86,36,56,55,36,63,28,54,16,42,7,33,77,8,30,57,33,30,72,32,41,22,62,14,79,92,21,51,13,64,46,78,24,26,80,93,100,25,88,22,100,72,95,11,15,10,89,94,87,44,14,34,2,1,5,15,27,68,20,25,14,22,100,22,2,69,35,39,95,52,65,71,13,70,80,83,60,41,26,67,45,98,6,24,46,24,18,96,39,12,65,45,80,39,9,92,17,76,56,92,65,35,6,2,7,89,8,60,25,18,70,34,99,9,48,34,5,44,58,71,72,2,64,10,65,16,73,5,53,71,72,13,15,62,83,81,14,44,68,87,4,34,78,61,78,9,17,33,22,8,72,38,11,9,28,8,16,98,89,74,59,84,52,64,50,10,36,64,39,99,100,3,58,22,84,34,5,45,4,68,6,20,6,96,37,81,54,64,94,89,15,61,21,65,38,2,82,14,83,46,24,43,38,35,15,54,25,95,71
69,89,92,-,31,63,32,1,59,84,95,6,54,2,9,79,87,66,83,47,53,28,66,82,92,76,70,77,5,87,32,67,90,85,74,86,71,81,38,35,96,20,54,71,8,67,42,25,60,99,37,39,75,55,81,48,39,59,91,20,10,43,51,31,71,28,31,59,64,90,37,24,15,49,81,90,38,64,2,54,69,22,25,99,71,8,70,51,89,63,25,72,5,15,98,70,55,65,13,63,13,31,67,38,15,67,51,25,31,53,91,59,52,97,85,8,20,75,90,35,16,31,60,58,37,56,56,58,83,54,69,52,31,19,25,70,46,79,84,85,18,73,48,55,80,71,18,26,68,32,69,76,74,35,64,13,63,34,14,25,75,36,78,40,80,60,58,36,29,86,96,37,18,74,100,78,88,32,85,88,62,34,68,80,3,57,1,62,28,98,30,24,100,91,96,33,97,11,95,36,13,88,21,90,14,61,63,48,85,6,73,33,57,81,80,51,57,36,18,1,69,15,20,37,67,93,28,82,2,68,17,2,49,10,35,29,46,63,6,35,62,37,92,86,71,76,18,25,87,26,99,30,74,15,70,29,91,20,37,82,35,95,48,53,5,56,95,92,82,10,6,67,59,95,74,24,59,8,11,59,51,28,53,43,55,15,67,45,55,92,92,32,72,67,84,24,5,7,60,75
59,20,48,65,-,61,77,55,92,95,31,97,91,86,98,74,1,46,93,100,55,78,59,49,7,8,77,41,79,98,71,69,22,89,17,90,15,63,24,39,56,86,53,89,37,49,48,18,71,75,27,49,19,60,83,11,74,77,97,75,50,36,90,71,88,57,83,67,62,41,76,3,49,78,31,4,52,7,21,79,35,46,11,50,88,73,90,62,62,32,3,88,45,36,63,67,26,82,19,56,70,24,13,50,27,96,75,68,7,65,21,67,74,38,35,5,82,49,33,29,52,85,98,73,26,26,45,32,88,84,85,1,33,39,19,57,92,69,56,36,7,83,36,65,11,3,17,25,71,28,12,28,8,71,40,77,29,37,71,30,62,59,42,99,54,24,36,79,40,31,43,77,28,84,75,55,32,98,72,3,55,56,26,5,7,70,93,45,56,29,82,78,70,39,32,52,51,89,81,99,31,92,87,55,67,35,62,27,4,41,1,92,10,86,57,72,58,95,59,45,61,8,90,22,52,86,43,5,31,9,63,86,99,14,97,98,21,85,68,92,16,19,91,44,58,26,90,97,26,2,55,72,60,34,89,28,81,42,78,1,90,81,38,83,63,90,22,97,71,95,98,17,59,99,14,52,70,71,44,52,67,40,47,59,48,2,12,26,3,85,81,87,33,43,35,15,34,38,40,36
57,71,20,14,17,-,68,26,83,30,32,85,69,32,20,38,84,30,4,55,76,25,35,72,85,68,17,84,57,90,77,89,50,3,76,27,99,47,7,14,87,39,51,69,57,60,40,49,10,39,54,36,34,41,96,92,91,48,20,52,5,84,47,7,44,5,5,75,57,73,93,72,36,58,9,30,2,25,45,40,94,12,85,38,61,21,84,71,54,27,89,87,7,84,44,43,36,78,95,54,91,26,52,88,4,13,2,55,93,30,58,92,3,37,70,71,35,88,36,64,53,95,34,68,33,24,93,41,75,62,5,4,90,47,78,98,21,29,41,9,62,90,20,18,95,19,86,70,64,13,62,19,63,83,17,47,19,81,78,74,13,100,87,93,38,28,66,10,85,67,52,36,36,54,9,41,6,23,38,1,11,57,89,87,92,27,36,28,77,28,42,19,61,8,79,75,25,80,31,87,66,8,15,16,18,76,42,28,68,54,68,16,75,56,48,67,6,49,24,34,23,8,95,83,74,90,51,15,64,55,37,26,45,11,28,95,18,56,88,2,22,97,93,50,15,81,47,47,1,51,42,14,38,49,33,11,24,14,99,25,45,69,20,32,11,94,40,8,15,13,30,59,6,23,31,11,7,86,45,77,40,87,18,99,14,6,95,83,39,33,40,82,61,23,99,49,57,11,72,53
45,68,25,75,26,28,-,85,87,93,8,73,100,57,33,80,35,89,8,38,31,52,49,25,89,45,81,37,69,64,97,82,60,58,24,96,62,14,9,84,90,10,77,99,65,74,44,80,33,79,18,70,10,63,71,9,46,52,2,84,27,34,18,54,97,74,85,12,81,81,84,7,39,13,50,71,81,7,35,74,42,29,25,74,50,22,52,95,19,82,15,81,5,65,7,4,48,86,16,82,5,17,4,8,63,51,25,43,25,6,42,83,61,51,69,18,62,9,84,51,53,6,36,7,19,56,85,20,21,89,46,22,57,55,72,66,30,63,57,93,92,59,87,52,47,77,97,42,3,91,94,98,19,95,67,6,5,72,35,30,69,50,23,37,6,4,23,80,94,95,73,37,57,31,92,7,15,52,22,35,65,39,65,42,30,11,1,3,100,49,97,96,89,71,77,18,76,56,8,53,75,16,68,28,97,41,49,99,13,82,49,48,19,100,74,70,98,15,69,45,32,80,38,30,6,67,86,52,36,48,44,8,21,59,22,63,24,90,25,80,40,12,36,91,55,99,98,37,48,21,81,59,29,31,73,98,28,9,80,55,32,88,81,60,66,40,66,59,43,77,16,20,63,91,82,48,71,8,89,90,76,91,84,61,71,96,44,73,25,18,46,10,2,49,13,83,78,91,17,27
33,16,4,67,44,23,84,-,20,20,3,51,22,22,38,70,13,16,63,22,9,55,45,94,77,81,72,35,32,57,77,77,41,44,53,64,65,43,26,46,27,96,88,47,45,54,36,41,7,56,74,7,92,32,84,94,16,57,3,96,79,55,88,40,66,13,30,18,97,64,75,86,2,82,35,21,46,9,25,39,57,40,64,4,94,11,29,14,15,58,18,81,17,65,2,9,27,27,10,58,67,37,34,76,80,50,37,27,9,24,52,21,95,99,55,64,91,24,97,69,47,46,70,77,37,4,41,80,98,54,71,7,60,78,32,92,31,64,47,20,3,8,36,64,37,62,56,100,23,49,24,70,100,9,72,51,62,5,7,30,21,74,8,8,5,63,31,76,79,49,69,5,35,51,79,86,97,35,85,89,19,43,13,59,68,78,44,100,62,93,31,67,44,25,69,34,100,18,79,83,46,37,78,69,49,2,63,60,78,56,43,85,1,87,84,66,30,99,100,85,73,2,30,37,49,85,60,20,14,78,3,65,77,77,18,58,86,73,63,40,95,26,75,65,34,67,65,29,92,6,20,23,21,87,90,39,76,96,74,39,34,19,100,46,67,87,34,65,13,75,57,14,40,40,68,49,20,82,21,43,94,28,94,36,47,32,38,36,47,89,46,70,79,69,92,50,68,6,21,43
62,15,75,46,56,69,61,21,-,82,96,5,39,53,79,67,98,68,74,1,90,68,95,89,33,83,56,18,71,66,45,94,94,56,12,7,27,92,31,52,43,21,39,59,59,61,44,50,87,16,14,22,57,50,67,60,83,87,13,77,100,67,40,27,50,91,30,28,64,12,55,64,23,100,29,67,84,37,10,73,32,89,39,36,53,79,77,17,82,58,64,48,90,25,44,56,14,82,22,96,55,84,35,15,5,22,28,72,5,42,82,73,46,33,35,64,21,48,32,14,11,97,55,27,96,84,95,43,56,9,95,42,51,30,16,26,72,11,20,54,26,59,78,43,71,69,15,13,86,90,64,16,38,17,87,95,37,52,68,53,93,42,46,64,26,67,24,46,93,33,94,23,86,14,18,68,80,64,58,32,67,22,19,59,7,93,35,89,70,85,71,24,89,62,1,1,62,96,40,68,55,70,33,85,32,82,40,21,98,58,9,66,31,29,63,8,58,69,12,15,78,1,24,85,78,74,62,42,62,50,65,81,44,89,13,49,71,32,38,21,3,45,73,63,36,49,48,72,86,76,28,45,94,51,75,92,89,56,41,1,41,95,88,30,77,95,28,75,7,9,47,1,17,87,25,55,63,77,25,35,92,1,43,37,10,40,86,46,85,88,72,49,26,55,43,17,34,57,41,36
50,70,69,60,42,38,88,93,2,-,13,58,62,49,97,52,42,92,40,74,38,4,11,34,42,44,17,38,17,65,41,30,13,39,94,86,91,64,57,65,21,84,9,75,14,47,89,65,38,93,75,80,45,22,25,71,51,7,71,4,38,100,84,10,64,47,42,99,35,44,46,46,94,91,84,52,25,75,91,88,5,69,62,68,70,50,75,56,75,12,9,93,83,6,69,89,72,63,13,21,39,41,66,48,29,36,63,25,39,98,42,22,41,6,61,24,40,73,96,13,11,12,84,94,41,77,63,94,67,71,55,76,8,6,29,93,25,31,66,43,5,42,25,11,5,6,58,10,91,11,1,13,67,4,2,50,89,15,92,80,56,50,74,99,64,1,86,64,99,37,17,21,15,41,10,11,43,39,67,12,65,78,90,2,70,52,93,52,43,30,67,43,56,38,5,97,56,10,15,46,60,68,24,6,62,39,29,98,98,36,79,64,34,72,23,64,25,53,17,46,42,42,45,26,45,30,45,32,51,29,20,25,56,21,95,59,12,92,11,60,1,76,75,69,52,38,39,40,87,23,51,21,14,52,68,34,40,98,17,56,68,95,32,9,69,2,79,39,22,24,17,62,79,34,98,34,1,95,27,33,10,38,1,30,70,84,13,68,64,57,92,82,78,1,73,55,44,96,83,6
58,26,68,85,92,83,57,28,67,23,-,68,48,70,1,33,84,21,37,90,49,93,30,50,57,29,23,98,3,50,28,3,9,82,45,44,7,3,28,89,28,64,100,57,21,67,18,90,39,20,37,38,4,65,73,43,70,20,35,15,79,40,27,59,6,14,45,40,99,37,26,14,22,89,3,72,89,11,53,57,50,20,81,79,30,91,14,77,93,44,31,2,72,99,49,1,79,31,97,17,78,83,40,57,85,64,49,97,77,51,66,44,58,17,30,18,14,47,68,71,87,3,53,14,46,80,32,60,45,50,22,66,56,27,41,63,12,28,21,44,36,62,91,11,92,52,91,76,71,68,26,7,53,40,75,95,35,21,3,59,4,55,9,54,15,19,34,91,5,64,43,50,24,78,37,77,6,50,18,78,54,47,44,21,38,35,99,17,1,35,26,55,69,96,56,82,9,52,71,46,43,59,80,38,83,54,41,11,37,96,66,47,2,61,16,76,23,3,40,5,51,46,6,28,38,43,35,48,22,48,56,65,43,99,84,46,93,26,21,57,11,67,57,57,21,10,9,29,94,12,55,58,35,12,51,99,67,92,61,47,93,93,5,53,5,88,61,30,8,58,23,99,35,89,26,54,70,76,26,42,88,46,67,60,57,3,75,90,34,32,75,99,62,43,61,86,48,17,60,66
92,94,62,24,25,19,29,14,30,90,32,-,93,7,78,47,87,50,88,72,71,72,19,93,70,13,37,54,43,86,81,8,61,54,95,9,28,88,64,5,53,12,45,27,43,14,20,96,3,54,21,34,18,17,88,65,47,57,55,57,39,68,73,92,30,75,85,32,86,58,79,64,69,12,56,78,55,50,9,37,52,10,30,3,29,58,34,50,28,35,55,29,40,55,3,59,80,17,94,21,65,63,21,100,12,43,1,87,9,89,20,20,58,37,20,8,14,39,88,77,19,16,13,80,6,74,22,77,95,23,50,88,79,54,3,11,70,33,13,79,83,52,10,33,23,12,55,3,77,16,23,57,24,70,93,43,97,98,40,50,57,43,35,68,55,43,69,79,46,45,95,16,16,79,68,50,8,75,31,81,22,63,48,17,28,92,94,39,7,14,12,74,1,42,79,67,71,77,97,40,82,29,45,22,47,44,35,20,86,40,78,65,89,97,55,80,43,75,74,9,12,20,63,51,22,62,98,99,18,21,94,74,78,33,42,48,4,8,87,61,65,31,50,15,62,27,6,76,76,66,75,61,65,2,43,23,21,32,12,85,54,72,38,62,49,52,46,31,95,47,41,72,71,8,93,66,29,46,15,7,7,31,28,11,76,94,32,12,26,84,7,68,36,41,70,72,29,10,16,59
23,85,20,98,84,33,30,54,68,40,77,61,-,55,64,82,55,67,78,52,49,91,12,1,36,27,6,20,13,51,77,2,66,19,74,38,7,80,16,54,68,13,49,94,95,16,27,91,99,82,92,82,86,34,83,35,27,62,51,16,70,53,47,69,4,24,74,10,49,93,1,68,93,93,93,51,88,61,17,54,55,59,22,82,9,56,53,90,70,86,19,97,61,9,81,13,37,72,7,88,67,51,6,81,6,30,9,35,82,37,92,57,65,60,27,54,68,69,81,90,77,92,1,27,87,13,9,63,85,77,35,94,91,85,67,89,80,22,61,56,4,80,14,1,99,98,69,38,26,60,33,88,60,49,75,66,6,2,2,61,5,86,52,47,88,65,84,81,60,99,67,45,22,4,32,33,6,56,53,26,76,62,39,34,62,21,42,21,94,100,28,98,74,55,35,35,86,82,62,67,1,33,66,4,62,7,49,77,15,44,84,16,10,28,82,19,90,80,53,36,69,65,79,82,57,98,38,93,55,7,85,64,83,73,1,30,54,5,27,92,11,46,63,74,52,47,40,18,85,74,32,68,67,87,33,77,10,93,57,83,17,77,67,71,30,34,57,9,75,88,93,73,48,12,56,15,99,13,17,32,11,23,44,94,74,20,69,45,53,14,26,80,80,5,36,63,85,22,46,1
56,19,26,85,48,81,4,32,54,61,19,17,18,-,66,100,89,96,13,83,55,63,72,45,50,76,89,99,26,91,43,70,76,83,56,86,100,55,49,67,18,77,54,22,21,21,11,53,48,79,98,57,10,71,33,28,56,54,43,69,26,45,39,35,45,9,99,48,55,51,47,52,33,52,8,97,52,66,82,23,55,2,98,84,90,76,10,91,73,77,66,37,65,31,5,55,94,26,78,45,68,19,3,43,14,2,66,62,40,89,80,74,68,43,93,10,11,83,49,72,74,60,75,86,44,26,38,14,23,67,50,35,29,43,1,70,39,71,20,11,43,15,96,12,29,74,84,78,96,49,8,73,10,57,74,62,24,75,3,26,17,37,76,50,45,85,71,59,30,19,18,61,75,80,16,59,53,15,17,92,86,30,15,41,47,37,2,61,38,31,55,57,7,100,28,35,19,26,89,84,48,69,91,73,27,100,13,11,24,61,17,17,69,27,74,77,37,99,3,90,62,22,56,52,47,1,61,13,19,4,22,36,48,81,36,28,58,59,81,11,35,13,42,96,1,60,14,98,35,93,54,19,47,58,41,17,29,42,80,16,44,74,16,19,55,86,61,64,90,9,11,38,90,75,28,34,30,92,98,30,42,49,5,20,43,97,29,77,55,45,2,43,15,50,2,83,8,51,87,59
