200
0
-,75,61,20,13,76,24,50,86,53,5,61,52,71,78,1,26,61,45,77,29,34,23,86,53,16,41,70,75,36,76,94,29,93,52,43,35,74,57,58,89,23,71,49,12,64,40,41,10,30,48,49,53,57,51,22,26,3,55,41,80,43,92,59,79,37,49,34,46,50,94,47,99,18,55,13,38,63,26,27,9,80,74,45,16,18,3,61,56,88,6,73,67,45,54,97,1,23,32,71,83,29,89,50,47,51,74,13,75,21,90,61,55,58,13,62,45,24,15,84,9,51,100,14,45,34,26,94,31,67,15,1,69,69,65,81,29,82,68,78,44,19,52,46,54,25,38,28,33,51,1,42,63,24,52,15,23,99,31,17,27,41,68,37,80,49,47,71,93,16,42,43,20,82,82,79,60,67,51,37,10,61,68,21,72,94,34,6,13,86,6,72,18,44,12,32,49,95,36,83
59,-,55,24,50,56,73,38,44,68,7,74,9,25,74,61,31,91,88,28,78,70,27,40,43,60,32,79,26,28,93,85,32,12,2,10,15,6,61,49,5,58,28,95,33,4,41,76,69,22,26,86,50,11,45,31,74,34,39,23,56,49,92,16,47,18,26,94,36,81,24,79,28,98,48,91,76,97,50,42,37,5,39,1,68,90,99,67,43,31,6,36,64,92,53,10,79,67,43,47,44,12,1,93,11,41,54,97,31,14,96,55,45,73,92,90,99,42,14,52,59,76,15,43,51,75,17,19,3,60,93,100,46,24,54,78,89,53,31,55,87,100,8,85,41,73,92,45,26,6,88,42,25,72,92,46,49,62,3,82,89,37,86,84,8,16,2,26,21,81,76,21,46,18,46,55,36,72,26,35,49,10,94,14,22,43,100,77,85,28,92,88,12,58,48,95,91,96,41,85
2,53,-,13,43,96,80,50,6,39,73,80,92,12,12,33,80,83,64,55,32,68,80,65,90,42,36,45,83,59,21,2,27,9,88,9,63,42,48,58,16,94,50,33,58,76,39,13,60,23,8,94,63,70,75,49,40,22,63,98,42,64,4,32,81,18,75,83,88,69,31,45,53,60,42,10,4,53,49,39,71,2,85,89,80,16,33,88,81,75,46,11,99,42,85,39,29,51,79,16,47,32,3,97,70,23,62,45,47,100,95,41,75,56,49,75,21,66,2,15,40,50,12,78,36,85,10,34,3,5,76,96,96,91,35,83,73,21,51,48,79,25,88,81,68,19,91,35,38,62,8,83,44,85,45,28,100,68,22,17,24,40,28,7,77,2,33,38,35,12,99,13,35,56,53,21,76,51,44,41,23,47,24,57,41,91,84,93,75,47,68,38,46,37,29,36,32,37,17,83
11,90,65,-,57,78,9,80,23,83,19,20,38,56,67,19,16,85,48,82,81,20,97,94,63,39,53,41,9,74,89,37,100,67,65,35,79,52,6,49,86,83,46,88,25,86,96,44,66,11,24,52,42,1,81,26,67,16,90,65,15,49,65,30,96,18,57,17,3,43,38,54,32,47,75,36,88,30,17,53,26,79,79,32,22,100,53,23,36,30,59,71,22,65,85,83,31,94,18,84,3,43,30,39,31,50,70,14,40,24,98,74,70,29,51,88,8,23,36,75,33,16,62,18,9,62,76,44,2,49,58,67,81,78,52,21,75,33,16,37,41,70,79,12,94,62,91,19,43,67,78,45,23,33,11,7,77,39,90,14,40,8,92,18,71,49,25,31,16,77,10,20,33,83,81,52,30,19,6,65,42,38,84,47,37,34,6,99,43,94,92,96,36,1,56,75,17,78,53,80
75,15,24,71,-,38,51,47,58,3,17,49,69,51,40,26,22,17,71,63,6,50,27,13,29,86,61,65,5,33,50,81,77,30,58,86,52,96,33,36,56,75,100,99,86,4,28,85,42,17,36,50,99,31,8,93,62,43,33,86,57,84,70,75,79,53,51,15,6,52,49,76,80,70,17,74,67,29,92,70,97,19,28,8,51,94,20,94,62,84,5,58,40,85,41,26,68,56,44,67,41,90,37,29,82,98,26,22,76,1,90,10,46,75,63,26,74,95,83,84,65,90,5,79,15,94,38,74,73,78,89,22,99,88,47,26,9,13,92,86,56,81,55,86,69,25,33,43,75,68,79,57,75,33,84,55,8,71,91,58,63,2,84,87,3,58,2,74,52,89,13,44,23,99,42,50,85,91,52,22,54,37,28,49,2,55,37,37,7,49,23,67,40,41,27,31,86,87,3,10
15,40,11,66,84,-,34,86,44,28,72,47,5,39,96,77,78,51,43,2,89,1,10,39,6,55,68,41,30,24,99,89,77,14,63,4,81,20,96,6,17,12,76,71,51,71,48,100,61,97,21,58,10,6,86,26,28,89,4,26,95,26,1,2,31,22,34,13,33,70,41,51,10,31,2,45,94,14,19,72,17,94,57,53,25,17,43,52,54,95,7,4,12,52,3,35,63,15,20,71,10,69,77,28,41,35,4,8,76,30,66,27,78,22,14,17,58,13,25,81,64,47,50,61,19,20,68,42,35,27,82,53,55,40,96,97,54,80,87,24,78,61,36,41,91,100,85,23,28,82,40,2,35,28,24,28,46,92,100,93,20,23,43,48,40,54,91,40,31,90,41,10,79,67,29,8,27,35,66,55,82,20,97,95,85,10,66,12,48,69,67,23,81,63,77,88,64,68,84,17
2,47,6,98,83,20,-,98,48,27,3,10,62,54,29,25,12,83,52,9,15,38,85,80,13,87,40,28,85,46,40,53,93,39,68,78,75,51,26,52,11,50,60,65,25,67,15,18,40,16,16,23,94,50,83,5,23,77,49,71,8,48,41,37,9,82,51,72,21,57,89,1,9,79,51,33,30,2,43,8,63,77,25,48,70,47,4,65,6,49,27,10,86,82,53,1,44,9,44,52,28,55,53,43,78,85,34,83,88,86,86,38,52,45,45,45,39,30,3,14,18,53,46,95,21,91,63,42,99,7,72,7,21,33,21,97,93,74,78,63,29,59,14,61,44,44,17,97,3,45,53,42,89,32,26,46,49,51,47,55,55,53,96,12,17,72,96,38,68,19,76,37,95,21,22,100,13,75,93,43,53,2,43,98,40,89,15,62,97,50,48,67,27,65,20,18,5,15,74,27
74,96,68,93,63,58,87,-,63,5,80,4,12,19,9,86,65,77,70,57,31,80,24,29,10,59,97,38,71,12,72,66,34,2,26,57,24,56,22,53,25,65,9,97,5,64,5,100,65,26,75,42,6,78,33,1,75,83,88,59,11,19,41,41,43,66,78,20,15,85,57,58,52,96,88,53,8,19,87,47,43,67,60,97,2,93,77,92,34,91,72,22,60,90,38,72,94,79,69,38,99,63,36,5,76,25,86,1,51,99,55,16,50,98,37,88,71,57,74,36,78,62,85,6,63,28,83,21,92,100,70,4,70,11,76,86,9,64,94,74,4,15,59,15,10,47,6,1,25,88,32,5,54,72,41,84,100,41,71,100,4,93,99,7,55,14,12,96,73,65,40,84,69,17,26,70,7,4,39,43,58,49,73,90,50,21,10,80,46,64,71,12,80,15,51,89,14,76,84,77
61,25,59,12,41,77,51,36,-,4,66,11,71,6,77,78,58,93,44,81,96,54,13,46,99,80,51,93,64,33,89,53,33,45,22,86,29,7,24,50,89,42,48,86,52,78,7,15,71,12,77,21,24,43,40,55,12,25,45,5,53,10,52,93,59,76,92,24,78,53,63,67,68,14,49,30,6,19,55,80,51,95,19,28,57,71,85,6,88,2,86,23,90,52,42,81,39,14,43,63,13,36,92,74,80,61,54,67,42,39,4,3,10,46,94,76,68,90,33,55,13,85,7,27,23,69,12,65,15,76,89,82,18,40,37,1,46,33,21,68,1,52,68,70,69,10,70,27,19,49,94,60,50,54,90,31,38,28,56,62,72,43,3,33,74,78,11,98,15,61,26,4,86,31,15,31,14,7,52,36,45,54,89,13,8,8,34,18,35,85,33,11,61,72,19,59,54,76,51,79
11,34,81,83,92,71,58,81,79,-,71,12,95,91,93,14,47,28,2,98,21,12,58,89,24,40,48,33,65,83,82,21,64,42,58,94,21,79,54,60,12,97,73,21,64,42,43,92,9,64,79,72,45,91,35,32,23,82,68,61,5,10,85,82,24,41,40,36,68,71,51,23,56,100,39,77,85,10,84,97,39,47,49,80,49,77,82,88,52,96,96,30,83,46,45,27,46,84,43,7,21,35,86,70,27,13,45,51,27,67,18,60,74,93,18,49,22,72,31,85,67,36,7,82,60,92,52,92,87,4,65,21,23,52,62,89,47,83,56,29,5,52,69,37,28,55,96,10,78,42,3,42,94,94,76,67,1,80,67,94,28,8,98,95,54,61,13,88,48,75,17,72,26,93,93,77,62,54,80,35,79,71,79,37,23,30,11,30,29,8,34,72,81,30,6,66,3,61,70,42
